image=images/npcs/skeleton_mage_high_boss.png

[stance]
frames=4
duration=800ms
type=back_forth
frame=0,0,1505,0,57,76,29,68
frame=0,1,379,84,88,83,33,73
frame=0,2,797,0,79,80,22,75
frame=0,3,327,84,52,84,19,73
frame=0,4,789,240,59,80,18,67
frame=0,5,1132,158,91,78,46,63
frame=0,6,1562,0,82,75,48,62
frame=0,7,1916,0,55,68,28,64
frame=1,0,1652,75,58,75,29,67
frame=1,1,395,251,89,82,33,72
frame=1,2,890,400,78,79,22,74
frame=1,3,259,340,53,84,20,72
frame=1,4,1056,0,60,79,19,67
frame=1,5,1342,156,91,77,47,62
frame=1,6,1363,469,81,73,47,61
frame=1,7,1075,476,54,66,28,62
frame=2,0,1637,302,59,74,30,66
frame=2,1,533,412,89,81,33,71
frame=2,2,925,319,77,79,22,74
frame=2,3,179,425,54,84,20,71
frame=2,4,1230,235,62,78,21,66
frame=2,5,1444,464,91,76,47,61
frame=2,6,1732,221,80,71,46,59
frame=2,7,1826,367,53,65,28,61
frame=3,0,1764,0,61,74,30,66
frame=3,1,664,81,88,80,32,71
frame=3,2,1151,316,75,78,21,73
frame=3,3,233,425,54,84,20,71
frame=3,4,1170,394,64,78,22,66
frame=3,5,1561,76,91,75,47,60
frame=3,6,1786,146,78,71,45,59
frame=3,7,1843,432,52,64,28,60
