image=images/npcs/zombie_dark.png

[stance]
frames=4
duration=1333ms
type=back_forth
frame=0,0,388,237,26,56,11,50
frame=0,1,395,420,32,54,14,51
frame=0,2,765,96,31,53,11,50
frame=0,3,483,528,29,53,7,49
frame=0,4,708,357,28,52,7,47
frame=0,5,291,518,27,49,8,46
frame=0,6,837,353,29,52,9,47
frame=0,7,400,182,27,55,9,48
frame=1,0,292,462,26,56,11,50
frame=1,1,672,455,31,54,14,51
frame=1,2,703,465,31,53,11,50
frame=1,3,702,613,29,53,7,49
frame=1,4,897,300,29,52,7,47
frame=1,5,544,238,27,49,8,46
frame=1,6,765,511,29,52,9,47
frame=1,7,330,572,27,55,9,48
frame=2,0,532,460,26,56,11,50
frame=2,1,796,147,32,54,14,51
frame=2,2,604,505,31,54,11,51
frame=2,3,731,613,29,53,7,49
frame=2,4,866,352,30,52,7,47
frame=2,5,855,488,27,49,8,46
frame=2,6,837,405,29,51,9,46
frame=2,7,636,558,27,55,9,48
frame=3,0,707,301,26,56,11,50
frame=3,1,395,474,32,54,14,51
frame=3,2,703,409,31,56,11,51
frame=3,3,760,613,29,53,6,49
frame=3,4,896,352,30,52,7,47
frame=3,5,201,518,28,48,8,45
frame=3,6,794,505,29,51,9,46
frame=3,7,734,409,26,55,9,48
