[header]
width=70
height=70
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
hero_pos=39,66
music=music/dungeon_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Thug Stronghold

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
43,17,37,46,17,17,43,46,36,43,17,37,46,17,17,17,45,45,43,45,45,45,17,17,17,39,43,38,16,17,39,43,41,18,38,16,36,40,17,44,19,44,37,17,37,45,19,16,44,19,17,42,41,42,44,45,16,38,16,16,44,19,40,38,38,40,16,40,0,0,
46,46,46,46,46,46,46,36,43,17,37,46,17,17,17,45,43,43,45,43,43,43,45,45,17,17,42,17,39,46,38,45,36,44,46,45,41,42,47,47,16,38,36,43,19,36,17,44,44,44,46,37,38,43,17,19,41,18,42,38,40,38,18,44,38,38,17,47,44,0,
16,16,16,16,16,46,36,43,17,37,46,17,17,17,45,43,45,45,46,45,45,45,43,43,45,45,17,17,46,46,46,36,43,17,37,46,17,17,19,16,38,19,17,38,44,45,43,37,42,45,46,42,45,38,45,46,36,43,17,37,46,17,17,17,42,37,36,43,44,0,
47,47,47,47,47,46,36,43,17,37,46,17,17,45,43,45,46,46,39,46,46,46,45,45,43,43,45,45,17,16,46,46,46,46,46,36,43,17,37,46,17,17,38,38,45,46,47,19,18,46,46,46,46,46,46,16,46,46,36,43,17,37,46,17,17,41,17,37,43,0,
39,39,39,46,36,43,17,37,46,17,17,17,45,43,45,46,39,39,41,39,39,39,46,46,45,45,43,43,45,47,16,16,16,16,46,46,46,46,46,46,46,46,36,43,17,37,46,17,17,16,16,16,16,16,16,47,16,46,36,43,17,37,46,17,17,31,38,37,45,0,
42,42,42,46,36,43,17,37,46,17,17,45,43,45,46,39,41,41,18,41,41,41,39,39,46,46,45,45,43,39,47,47,46,46,16,16,16,16,16,16,16,16,46,46,46,36,43,17,37,47,47,47,47,47,47,39,46,36,43,17,37,46,17,17,45,20,39,38,44,0,
46,46,46,46,36,43,17,37,46,17,17,43,45,46,39,41,37,18,38,16,38,18,41,41,39,39,46,46,45,42,39,39,16,16,47,47,47,47,47,47,47,47,16,16,16,46,46,36,43,39,39,39,39,39,39,42,16,43,47,39,19,39,41,45,43,20,47,40,17,0,
45,45,45,46,36,43,17,37,46,17,17,45,46,39,41,42,42,45,37,18,38,16,38,18,41,41,39,39,46,46,42,42,47,47,39,39,39,39,39,39,39,39,47,47,47,16,16,46,46,42,42,42,42,42,42,46,47,18,47,36,43,40,17,43,45,20,47,19,47,0,
19,16,46,36,43,17,37,46,17,17,45,46,39,41,46,46,46,42,46,45,37,18,38,16,38,18,41,41,39,45,46,46,39,39,42,42,42,42,42,42,42,42,39,39,39,47,47,16,46,46,46,46,46,46,46,45,39,44,42,40,39,47,41,45,46,17,44,47,44,0,
37,46,17,17,43,17,37,46,17,17,43,39,41,45,45,45,45,46,45,46,46,45,37,18,38,16,38,18,41,45,45,45,42,42,46,46,46,46,46,46,46,46,42,42,42,39,39,47,46,45,45,45,45,45,37,37,37,37,18,38,19,46,36,46,39,45,37,16,39,0,
19,39,41,45,43,17,37,46,17,17,45,41,36,45,37,18,38,45,37,45,45,45,37,18,38,16,38,18,41,16,38,18,46,46,45,45,45,45,45,45,45,45,46,46,46,42,42,39,46,36,43,17,47,45,37,47,47,47,16,46,46,17,42,39,41,43,40,17,47,0,
43,40,17,43,43,17,37,46,17,17,46,16,46,46,45,37,18,38,16,38,18,41,39,39,41,37,18,38,16,38,18,18,18,41,45,45,45,42,16,38,18,41,45,45,45,46,46,42,46,36,43,17,39,47,47,39,39,39,47,46,16,38,18,41,39,45,47,38,18,0,
39,47,41,45,43,17,37,46,17,17,39,47,16,16,46,45,37,18,38,16,38,18,41,41,45,37,18,38,16,38,18,18,18,18,18,41,45,45,45,42,41,41,41,39,39,45,45,46,36,43,17,37,42,39,39,39,47,46,46,18,16,38,18,41,41,46,43,18,16,0,
19,46,36,46,43,17,37,46,17,17,41,39,47,47,16,46,36,43,17,37,46,46,46,45,37,45,37,18,38,16,38,38,38,18,18,18,41,45,45,45,42,18,41,46,36,43,17,37,46,17,17,37,46,42,46,39,47,46,46,43,38,16,38,18,41,39,46,18,47,0,
46,17,42,39,43,17,37,46,17,17,46,42,39,39,47,16,46,36,43,17,37,16,16,45,37,45,37,18,38,16,38,38,38,38,38,18,18,18,41,45,45,45,42,16,46,36,43,17,37,46,17,17,45,46,39,36,39,47,46,44,18,38,16,38,18,41,42,36,17,0,
16,38,18,41,43,17,37,46,17,17,45,46,42,42,39,47,16,46,36,43,17,47,47,45,37,45,37,18,38,16,38,18,18,38,38,38,18,18,18,41,45,45,45,42,16,46,36,43,17,37,46,17,17,45,46,46,42,39,45,37,18,38,16,38,18,41,44,36,39,0,
16,38,18,41,43,17,37,46,17,17,37,45,46,46,42,39,47,16,46,46,36,39,39,45,37,18,45,37,18,38,16,18,18,18,18,38,38,38,18,18,41,45,45,45,42,16,46,36,43,17,37,46,17,17,45,45,46,42,45,37,18,38,16,38,18,41,43,17,46,0,
16,38,18,41,43,17,37,46,17,17,37,18,45,45,46,42,39,47,16,16,46,42,42,45,37,18,45,37,18,38,16,38,18,18,18,18,38,38,18,41,45,45,45,42,42,47,46,36,43,17,37,46,17,17,46,47,45,46,45,37,18,38,16,38,18,41,18,38,16,0,
38,18,41,46,17,17,37,46,17,17,37,18,38,16,45,46,46,36,43,17,37,46,46,45,37,18,38,45,37,18,38,16,38,18,41,18,18,18,18,41,16,38,18,46,46,39,16,46,46,36,43,17,37,46,17,39,47,45,45,37,18,38,16,38,18,41,17,17,37,0,
38,18,41,39,45,37,46,17,17,45,37,18,38,16,38,45,16,46,36,43,17,45,45,46,45,37,18,38,45,37,18,38,16,38,18,41,18,18,38,16,38,18,41,45,45,42,47,16,46,36,43,17,37,46,17,42,39,16,45,37,18,38,16,38,18,41,46,17,17,0,
16,38,18,41,43,37,46,17,17,43,37,18,38,16,38,18,47,46,36,46,36,45,37,45,45,37,18,38,16,45,37,18,38,16,38,18,41,47,38,16,38,18,41,39,39,46,39,47,16,46,36,43,17,37,46,46,42,47,46,47,16,46,36,43,17,37,46,17,17,0,
16,38,18,41,45,37,46,17,17,45,37,18,38,16,38,18,39,16,46,16,43,45,37,18,45,45,37,18,38,16,38,18,41,41,46,43,46,46,18,38,16,38,18,41,41,45,42,39,47,46,36,43,17,37,46,45,46,39,46,39,47,46,36,43,17,37,46,17,17,0,
16,38,18,41,46,37,46,17,17,46,37,18,38,16,38,18,42,47,16,47,18,47,45,37,18,45,45,37,18,38,16,38,18,41,39,45,16,16,18,38,16,38,18,41,41,18,46,42,39,46,36,43,17,37,46,45,45,42,46,42,39,46,36,43,17,37,46,17,17,0,
16,38,18,41,39,37,46,17,17,39,37,18,38,16,38,18,46,39,46,39,44,42,45,37,18,38,46,45,37,18,38,16,38,18,41,46,17,47,16,16,16,46,46,36,43,17,45,46,42,16,43,47,39,19,39,45,37,46,46,46,42,46,36,43,17,37,46,17,17,0,
38,16,38,18,41,17,46,17,17,41,37,18,38,16,38,18,45,42,16,42,36,18,39,45,37,18,45,45,37,18,38,16,38,18,41,39,45,17,47,47,47,16,16,46,36,43,45,45,46,47,18,47,36,43,40,17,45,45,46,45,46,16,43,47,39,19,39,41,45,0,
