[header]
width=70
height=70
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
hero_pos=33,7
music=music/dungeon_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Lionheart's Keep Level 2

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,37,38,46,38,43,43,38,38,47,44,43,38,39,45,36,47,40,37,41,35,32,32,35,34,34,38,43,38,47,44,43,47,44,43,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,36,41,37,47,45,43,38,47,44,43,43,38,46,38,36,47,36,37,36,34,40,37,42,42,32,39,45,38,47,44,43,38,47,44,43,38,47,47,47,47,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,39,37,44,43,38,45,47,44,43,45,45,38,36,47,36,47,39,40,47,32,43,44,45,39,34,37,38,38,47,44,43,38,47,44,43,47,38,43,43,38,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,45,43,39,43,47,38,43,44,43,38,38,38,36,47,43,47,47,41,46,35,38,45,46,42,38,38,47,44,43,44,43,43,47,44,43,47,43,45,45,45,38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,42,46,40,43,43,47,45,43,43,47,47,38,38,47,44,43,47,44,43,43,39,33,34,36,43,43,38,47,44,43,44,43,47,44,43,47,45,38,38,38,38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,38,47,44,43,45,47,38,45,45,37,38,38,38,47,44,43,44,43,43,45,43,34,34,32,45,45,43,38,47,44,43,43,47,44,43,38,38,38,46,36,47,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,43,39,39,43,38,36,47,38,38,19,37,38,38,47,44,43,43,43,45,38,45,33,34,36,38,38,45,43,38,47,44,43,43,44,43,38,38,46,36,47,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,45,45,46,45,45,46,38,38,38,38,38,45,43,43,43,43,45,43,38,47,38,35,35,44,38,46,38,45,43,38,47,44,43,44,43,43,38,46,36,47,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
